task_id,task_generation_config_json,env,domain,l1_category,l2_category,suggested_difficulty,suggested_hint,suggested_max_steps,suggested_split,metadata_json
momondo/flights/ord_mia_air_france/101,"{""_target_"": ""navi_bench.momondo.momondo_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.momondo.com/"", ""task"": ""Look up flights on {dateRange} from Chicago (ORD) to Miami (MIA) operated by Delta Air Lines. Is there an option under $2900?"", ""queries"": [[{""origins"": [""ord""], ""destinations"": [""mia""], ""airlines"": [""delta""], ""max_price"": 2900.0}]], ""location"": ""New York, NY, United States"", ""timezone"": ""America/New_York"", ""values"": {""dateRange"": ""next Friday""}}",real,momondo,travel,flights,medium,null,null,validation,null
momondo/flights/ord_mia_klm_budget/101,"{""_target_"": ""navi_bench.momondo.momondo_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.momondo.com/"", ""task"": ""Check Momondo for flights involving United Airlines from Chicago (ORD) to Miami (MIA) on {dateRange}. Keep the price under $2900."", ""queries"": [[{""origins"": [""ord""], ""destinations"": [""mia""], ""airlines"": [""united airlines""], ""max_price"": 2900.0}]], ""location"": ""New York, NY, United States"", ""timezone"": ""America/New_York"", ""values"": {""dateRange"": ""next Wednesday""}}",real,momondo,travel,flights,medium,null,null,validation,null
momondo/flights/ord_mia_2stops/101,"{""_target_"": ""navi_bench.momondo.momondo_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.momondo.com/"", ""task"": ""Find a flight from Chicago (ORD) to Miami (MIA) on {dateRange} with no more than 2 stops, costing less than $2900."", ""queries"": [[{""origins"": [""ord""], ""destinations"": [""mia""], ""max_stops"": 2, ""max_price"": 2900.0}]], ""location"": ""New York, NY, United States"", ""timezone"": ""America/New_York"", ""values"": {""dateRange"": ""next Thursday""}}",real,momondo,travel,flights,easy,null,null,validation,null
momondo/flights/ord_mia_alaska/101,"{""_target_"": ""navi_bench.momondo.momondo_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.momondo.com/"", ""task"": ""Are there any flights from Chicago (ORD) to Miami (MIA) on {dateRange} that include Alaska Airlines in the itinerary? The budget is $4100."", ""queries"": [[{""origins"": [""ord""], ""destinations"": [""mia""], ""airlines"": [""alaska""], ""max_price"": 4100.0}]], ""location"": ""New York, NY, United States"", ""timezone"": ""America/New_York"", ""values"": {""dateRange"": ""second week of next month""}}",real,momondo,travel,flights,hard,null,null,validation,null
momondo/flights/ord_mia_hawaiian_2stops/101,"{""_target_"": ""navi_bench.momondo.momondo_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.momondo.com/"", ""task"": ""I want to fly from Chicago (ORD) to Miami (MIA) on {dateRange} using American Airlines for at least one leg. The flight should have at most 2 stops and cost under $2900."", ""queries"": [[{""origins"": [""ord""], ""destinations"": [""mia""], ""airlines"": [""hawaiian""], ""max_stops"": 2, ""max_price"": 2900.0}]], ""location"": ""New York, NY, United States"", ""timezone"": ""America/New_York"", ""values"": {""dateRange"": ""next Tuesday""}}",real,momondo,travel,flights,hard,null,null,validation,null
momondo/flights/sfo_sea_busi_top3/101,"{""_target_"": ""navi_bench.momondo.momondo_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.momondo.com/"", ""task"": ""Summarise the top 3 Business class flights from San Francisco (SFO) to Seattle (SEA) on {dateRange}. Please list their airlines and prices."", ""queries"": [[{""origins"": [""sfo""], ""destinations"": [""sea""], ""cabin_classes"": [""business""]}]], ""location"": ""New York, NY, United States"", ""timezone"": ""America/New_York"", ""values"": {""dateRange"": ""next Monday""}}",real,momondo,travel,flights,medium,null,null,validation,null
momondo/flights/sfo_sea_direct_cheapest/101,"{""_target_"": ""navi_bench.momondo.momondo_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.momondo.com/"", ""task"": ""Find the cheapest direct flight from San Francisco (SFO) to Seattle (SEA) on {dateRange} for 1 adult. Please provide the airline and the exact price."", ""queries"": [[{""origins"": [""sfo""], ""destinations"": [""sea""], ""require_direct"": true}]], ""location"": ""New York, NY, United States"", ""timezone"": ""America/New_York"", ""values"": {""dateRange"": ""next Wednesday""}}",real,momondo,travel,flights,easy,null,null,validation,null
momondo/flights/sfo_sea_thai_airasia_condition/101,"{""_target_"": ""navi_bench.momondo.momondo_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.momondo.com/"", ""task"": ""Are there any direct flights for 1 adult from San Francisco (SFO) to Seattle (SEA) on {dateRange} operated by Southwest Airlines under $150? If flight options are found, respond with: 'Yes, there is at least one option' followed by the price. If no options are found, respond with exactly: 'No options found'."", ""queries"": [[{""origins"": [""sfo""], ""destinations"": [""sea""], ""airlines"": [""southwest""], ""require_direct"": true, ""max_price"": 150.0}]], ""location"": ""New York, NY, United States"", ""timezone"": ""America/New_York"", ""values"": {""dateRange"": ""next weekend""}}",real,momondo,travel,flights,medium,null,null,validation,null
momondo/flights/sfo_sea_busi_2stops_budget/101,"{""_target_"": ""navi_bench.momondo.momondo_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.momondo.com/"", ""task"": ""Check Momondo: Are there any Business class flights from San Francisco (SFO) to Seattle (SEA) with no more than 2 stops on {dateRange} priced under $550? If so, reply with 'Yes, option available' and the airline. If not, say 'No options found'."", ""queries"": [[{""origins"": [""sfo""], ""destinations"": [""sea""], ""cabin_classes"": [""business""], ""max_stops"": 2, ""max_price"": 550.0}]], ""location"": ""New York, NY, United States"", ""timezone"": ""America/New_York"", ""values"": {""dateRange"": ""next Friday""}}",real,momondo,travel,flights,medium,null,null,validation,null
momondo/flights/sfo_sea_airasia_summary/101,"{""_target_"": ""navi_bench.momondo.momondo_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.momondo.com/"", ""task"": ""Please summarise all direct flights operated by Southwest Airlines from San Francisco (SFO) to Seattle (SEA) on {dateRange}. List the departure times and prices."", ""queries"": [[{""origins"": [""sfo""], ""destinations"": [""sea""], ""airlines"": [""southwest""], ""require_direct"": true}]], ""location"": ""New York, NY, United States"", ""timezone"": ""America/New_York"", ""values"": {""dateRange"": ""first Tuesday of next month""}}",real,momondo,travel,flights,medium,null,null,validation,null
momondo/flights/sfo_sea_batik_air_condition/101,"{""_target_"": ""navi_bench.momondo.momondo_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.momondo.com/"", ""task"": ""Are there any flights involving Spirit Airlines from San Francisco (SFO) to Seattle (SEA) on {dateRange}? If options are found, respond with: 'Yes, found Spirit Airlines' and the price. If not, respond with exactly: 'No options found'."", ""queries"": [[{""origins"": [""sfo""], ""destinations"": [""sea""], ""airlines"": [""spirit""]}]], ""location"": ""New York, NY, United States"", ""timezone"": ""America/New_York"", ""values"": {""dateRange"": ""second week of next month""}}",real,momondo,travel,flights,medium,null,null,validation,null
momondo/flights/sfo_sea_1stop_cheapest/101,"{""_target_"": ""navi_bench.momondo.momondo_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.momondo.com/"", ""task"": ""Find the cheapest flight with a maximum of 1 stop from San Francisco (SFO) to Seattle (SEA) on {dateRange}. Provide the airlines involved and the price."", ""queries"": [[{""origins"": [""sfo""], ""destinations"": [""sea""], ""max_stops"": 1}]], ""location"": ""New York, NY, United States"", ""timezone"": ""America/New_York"", ""values"": {""dateRange"": ""next Thursday""}}",real,momondo,travel,flights,easy,null,null,validation,null
momondo/flights/sfo_sea_busi_thai_lion/101,"{""_target_"": ""navi_bench.momondo.momondo_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.momondo.com/"", ""task"": ""I am looking for a Business class flight from San Francisco (SFO) to Seattle (SEA) on {dateRange} operated by Frontier Airlines. If available, respond with 'Yes, there is at least one option' and the price. Otherwise, say 'No options found'."", ""queries"": [[{""origins"": [""sfo""], ""destinations"": [""sea""], ""cabin_classes"": [""business""], ""airlines"": [""frontier""]}]], ""location"": ""New York, NY, United States"", ""timezone"": ""America/New_York"", ""values"": {""dateRange"": ""first weekend of next month""}}",real,momondo,travel,flights,hard,null,null,validation,null
momondo/flights/sfo_sea_vietnam_airlines/101,"{""_target_"": ""navi_bench.momondo.momondo_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.momondo.com/"", ""task"": ""Check if there are any flights from San Francisco (SFO) to Seattle (SEA) on {dateRange} that include Alaska Airlines in the itinerary. If yes, what is the cheapest price?"", ""queries"": [[{""origins"": [""sfo""], ""destinations"": [""sea""], ""airlines"": [""alaska airlines""]}]], ""location"": ""New York, NY, United States"", ""timezone"": ""America/New_York"", ""values"": {""dateRange"": ""next Tuesday""}}",real,momondo,travel,flights,medium,null,null,validation,null
momondo/flights/sfo_sea_direct_top2/101,"{""_target_"": ""navi_bench.momondo.momondo_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.momondo.com/"", ""task"": ""Summarise the top 2 cheapest direct flights from San Francisco (SFO) to Seattle (SEA) on {dateRange} under $150."", ""queries"": [[{""origins"": [""sfo""], ""destinations"": [""sea""], ""require_direct"": true, ""max_price"": 150.0}]], ""location"": ""New York, NY, United States"", ""timezone"": ""America/New_York"", ""values"": {""dateRange"": ""next Sunday""}}",real,momondo,travel,flights,medium,null,null,validation,null
momondo/flights/sfo_sea_1stop_summary/101,"{""_target_"": ""navi_bench.momondo.momondo_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.momondo.com/"", ""task"": ""Can you summarise the top 3 cheapest flights with a maximum of 1 stop from San Francisco (SFO) to Seattle (SEA) on {dateRange}?"", ""queries"": [[{""origins"": [""sfo""], ""destinations"": [""sea""], ""max_stops"": 1}]], ""location"": ""New York, NY, United States"", ""timezone"": ""America/New_York"", ""values"": {""dateRange"": ""next Monday""}}",real,momondo,travel,flights,medium,null,null,validation,null
momondo/flights/sfo_sea_busi_budget_condition/101,"{""_target_"": ""navi_bench.momondo.momondo_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.momondo.com/"", ""task"": ""Are there any Business class flights for 1 adult from San Francisco (SFO) to Seattle (SEA) on {dateRange} priced under $800? If flight options are found, respond with: 'Yes, there is at least one option' followed by the airlines. If no options are found, respond with exactly: 'No options found'."", ""queries"": [[{""origins"": [""sfo""], ""destinations"": [""sea""], ""cabin_classes"": [""business""], ""max_price"": 800.0}]], ""location"": ""New York, NY, United States"", ""timezone"": ""America/New_York"", ""values"": {""dateRange"": ""first Wednesday of next month""}}",real,momondo,travel,flights,hard,null,null,validation,null
momondo/flights/sfo_sea_extreme_budget/101,"{""_target_"": ""navi_bench.momondo.momondo_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.momondo.com/"", ""task"": ""Are there any direct flights from San Francisco (SFO) to Seattle (SEA) on {dateRange} priced under $150? If options are found, respond with 'Yes, there is at least one option' and state the price. If not, say exactly 'No options found'."", ""queries"": [[{""origins"": [""sfo""], ""destinations"": [""sea""], ""require_direct"": true, ""max_price"": 150.0}]], ""location"": ""New York, NY, United States"", ""timezone"": ""America/New_York"", ""values"": {""dateRange"": ""next Friday""}}",real,momondo,travel,flights,medium,null,null,validation,null
momondo/flights/sfo_sea_vietjet_condition/101,"{""_target_"": ""navi_bench.momondo.momondo_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.momondo.com/"", ""task"": ""Please check for any flights involving Spirit Airlines from San Francisco (SFO) to Seattle (SEA) on {dateRange}. If you find any, reply with 'Yes, found Spirit Airlines' and provide the price."", ""queries"": [[{""origins"": [""sfo""], ""destinations"": [""sea""], ""airlines"": [""spirit""]}]], ""location"": ""New York, NY, United States"", ""timezone"": ""America/New_York"", ""values"": {""dateRange"": ""next Thursday""}}",real,momondo,travel,flights,medium,null,null,validation,null
momondo/flights/dfw_den_cheapest_cond/101,"{""_target_"": ""navi_bench.momondo.momondo_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.momondo.com/"", ""task"": ""What is the absolute cheapest flight from Dallas (DFW) to Denver (DEN) for 1 adult on {dateRange}? If an option under $350 is found, respond with: 'Yes, there is at least one option' followed by the airline and price."", ""queries"": [[{""origins"": [""dfw""], ""destinations"": [""den""], ""max_price"": 350.0}]], ""location"": ""New York, NY, United States"", ""timezone"": ""America/New_York"", ""values"": {""dateRange"": ""next Monday""}}",real,momondo,travel,flights,easy,null,null,validation,null
momondo/flights/dfw_den_qatar_budget/101,"{""_target_"": ""navi_bench.momondo.momondo_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.momondo.com/"", ""task"": ""Find a flight from Dallas (DFW) to Denver (DEN) for 1 adult on {dateRange} operated by American Airlines. It must be under $350."", ""queries"": [[{""origins"": [""dfw""], ""destinations"": [""den""], ""airlines"": [""american airlines""], ""max_price"": 350.0}]], ""location"": ""New York, NY, United States"", ""timezone"": ""America/New_York"", ""values"": {""dateRange"": ""next Tuesday""}}",real,momondo,travel,flights,easy,null,null,validation,null
momondo/flights/dfw_den_etihad_cond/101,"{""_target_"": ""navi_bench.momondo.momondo_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.momondo.com/"", ""task"": ""I need to know: Are there any flights for 1 adult from Dallas (DFW) to Denver (DEN) on {dateRange} operated specifically by United Airlines under $650? If flight options are found, respond with: 'Yes, there is at least one option' followed by the airline and price. If no options are found, respond with exactly: 'No options found'."", ""queries"": [[{""origins"": [""dfw""], ""destinations"": [""den""], ""airlines"": [""united airlines""], ""max_price"": 650.0}]], ""location"": ""New York, NY, United States"", ""timezone"": ""America/New_York"", ""values"": {""dateRange"": ""next Wednesday""}}",real,momondo,travel,flights,medium,null,null,validation,null
momondo/flights/dfw_den_direct_negative/101,"{""_target_"": ""navi_bench.momondo.momondo_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.momondo.com/"", ""task"": ""I have a strict budget. Are there any direct flights for 1 adult from Dallas (DFW) to Denver (DEN) on {dateRange} priced under $1200? If flight options are found, respond with: 'Yes, there is at least one option'. If no options are found, respond with exactly: 'No options found'."", ""queries"": [[{""origins"": [""dfw""], ""destinations"": [""den""], ""require_direct"": true, ""max_price"": 1200.0}]], ""location"": ""New York, NY, United States"", ""timezone"": ""America/New_York"", ""values"": {""dateRange"": ""next Thursday""}}",real,momondo,travel,flights,hard,null,null,validation,null
momondo/flights/dfw_den_1stop_budget/101,"{""_target_"": ""navi_bench.momondo.momondo_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.momondo.com/"", ""task"": ""Search Momondo for a flight from Dallas (DFW) to Denver (DEN) on {dateRange} for 1 adult. A maximum of 1 stop is acceptable. Find an option below $350."", ""queries"": [[{""origins"": [""dfw""], ""destinations"": [""den""], ""max_stops"": 1, ""max_price"": 350.0}]], ""location"": ""New York, NY, United States"", ""timezone"": ""America/New_York"", ""values"": {""dateRange"": ""next Friday""}}",real,momondo,travel,flights,medium,null,null,validation,null
momondo/flights/dfw_den_top3_summary/101,"{""_target_"": ""navi_bench.momondo.momondo_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.momondo.com/"", ""task"": ""Summarise the top 3 cheapest flights from Dallas (DFW) to Denver (DEN) on {dateRange} for 1 adult that cost under $550. Please list their airlines, departure times, and prices."", ""queries"": [[{""origins"": [""dfw""], ""destinations"": [""den""], ""max_price"": 550.0}]], ""location"": ""New York, NY, United States"", ""timezone"": ""America/New_York"", ""values"": {""dateRange"": ""first week of next month""}}",real,momondo,travel,flights,medium,null,null,validation,null
momondo/flights/dfw_den_direct_airindia/101,"{""_target_"": ""navi_bench.momondo.momondo_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.momondo.com/"", ""task"": ""Can you check if there are any direct flights from Dallas (DFW) to Denver (DEN) for 1 adult on {dateRange}? I have a budget of $1800. Give me the airline and price."", ""queries"": [[{""origins"": [""dfw""], ""destinations"": [""den""], ""require_direct"": true, ""max_price"": 1800.0}]], ""location"": ""New York, NY, United States"", ""timezone"": ""America/New_York"", ""values"": {""dateRange"": ""second Tuesday of next month""}}",real,momondo,travel,flights,easy,null,null,validation,null
momondo/flights/dfw_den_indigo_turkish_cond/101,"{""_target_"": ""navi_bench.momondo.momondo_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.momondo.com/"", ""task"": ""Are there any flights from Dallas (DFW) to Denver (DEN) on {dateRange} for 1 adult that include JetBlue or Delta Air Lines? Summarise the cheapest option under $900."", ""queries"": [[{""origins"": [""dfw""], ""destinations"": [""den""], ""airlines"": [""jetblue"", ""delta""], ""max_price"": 900.0}]], ""location"": ""New York, NY, United States"", ""timezone"": ""America/New_York"", ""values"": {""dateRange"": ""next Saturday""}}",real,momondo,travel,flights,hard,null,null,validation,null
momondo/flights/dfw_den_ba_budget/101,"{""_target_"": ""navi_bench.momondo.momondo_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.momondo.com/"", ""task"": ""Find a flight operated by Delta Air Lines from Dallas (DFW) to Denver (DEN) on {dateRange} for 1 adult. Is there any option under $1000?"", ""queries"": [[{""origins"": [""dfw""], ""destinations"": [""den""], ""airlines"": [""delta""], ""max_price"": 1000.0}]], ""location"": ""New York, NY, United States"", ""timezone"": ""America/New_York"", ""values"": {""dateRange"": ""next Sunday""}}",real,momondo,travel,flights,medium,null,null,validation,null
momondo/flights/dfw_den_finnair_cond/101,"{""_target_"": ""navi_bench.momondo.momondo_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.momondo.com/"", ""task"": ""Check Momondo for me: Are there any flights for 1 adult from Dallas (DFW) to Denver (DEN) on {dateRange} priced under $1700 that include Alaska Airlines in the itinerary? If so, reply with 'Yes, option available' and the price. If not, say 'No options found'."", ""queries"": [[{""origins"": [""dfw""], ""destinations"": [""den""], ""airlines"": [""alaska airlines""], ""max_price"": 1700.0}]], ""location"": ""New York, NY, United States"", ""timezone"": ""America/New_York"", ""values"": {""dateRange"": ""next Monday""}}",real,momondo,travel,flights,medium,null,null,validation,null
momondo/hotels/nyc_4star_cheapest/101,"{""_target_"": ""navi_bench.momondo.momondo_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.momondo.com/"", ""task"": ""Find a 4-star hotel in New York for a stay on {dateRange} under $150. Respond with the hotel name and price."", ""queries"": [[{""cities"": [""new-york""], ""min_stars"": 4, ""max_price"": 150.0}]], ""location"": ""New York, NY, United States"", ""timezone"": ""America/New_York"", ""values"": {""dateRange"": ""next Tuesday""}}",real,momondo,travel,hotels,easy,null,null,validation,null
momondo/hotels/nyc_5star_highly_rated/101,"{""_target_"": ""navi_bench.momondo.momondo_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.momondo.com/"", ""task"": ""I'm looking for a luxury stay. Are there any 5-star hotels in New York on {dateRange} with a review score of 9.0 or higher, for under $350? If yes, respond with 'Yes, there is at least one option' and the hotel name."", ""queries"": [[{""cities"": [""new-york""], ""min_stars"": 5, ""min_score"": 9.0, ""max_price"": 350.0}]], ""location"": ""New York, NY, United States"", ""timezone"": ""America/New_York"", ""values"": {""dateRange"": ""next Wednesday""}}",real,momondo,travel,hotels,medium,null,null,validation,null
momondo/hotels/nyc_top3_summary/101,"{""_target_"": ""navi_bench.momondo.momondo_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.momondo.com/"", ""task"": ""Please summarise the top 3 cheapest hotels available in New York on {dateRange} under $200. Include their star ratings and prices."", ""queries"": [[{""cities"": [""new-york""], ""max_price"": 200.0}]], ""location"": ""New York, NY, United States"", ""timezone"": ""America/New_York"", ""values"": {""dateRange"": ""next Thursday""}}",real,momondo,travel,hotels,medium,null,null,validation,null
momondo/hotels/nyc_3star_cond/101,"{""_target_"": ""navi_bench.momondo.momondo_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.momondo.com/"", ""task"": ""Check Momondo for me: Are there any 3-star hotels in New York on {dateRange} priced under $200? If options are found, respond with: 'Yes, there is at least one option' followed by the hotel name. If no options are found, respond with exactly: 'No options found'."", ""queries"": [[{""cities"": [""new-york""], ""min_stars"": 3, ""max_price"": 200.0}]], ""location"": ""New York, NY, United States"", ""timezone"": ""America/New_York"", ""values"": {""dateRange"": ""next Friday""}}",real,momondo,travel,hotels,hard,null,null,validation,null
momondo/hotels/nyc_5star_negative/101,"{""_target_"": ""navi_bench.momondo.momondo_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.momondo.com/"", ""task"": ""Are there any 5-star hotels in New York on {dateRange} available for under $250? If options are found, respond with: 'Yes, there is at least one option'. If no options are found, respond with exactly: 'No options found'."", ""queries"": [[{""cities"": [""new-york""], ""min_stars"": 5, ""max_price"": 250.0}]], ""location"": ""New York, NY, United States"", ""timezone"": ""America/New_York"", ""values"": {""dateRange"": ""first week of next month""}}",real,momondo,travel,hotels,hard,null,null,validation,null
momondo/hotels/nyc_rating_8_6_budget/101,"{""_target_"": ""navi_bench.momondo.momondo_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.momondo.com/"", ""task"": ""Search for a hotel in New York on {dateRange} with a review score of at least 8.0 and a budget of $200. Provide the name and price."", ""queries"": [[{""cities"": [""new-york""], ""min_score"": 8.0, ""max_price"": 200.0}]], ""location"": ""New York, NY, United States"", ""timezone"": ""America/New_York"", ""values"": {""dateRange"": ""next Saturday""}}",real,momondo,travel,hotels,easy,null,null,validation,null
