task_id,task_generation_config_json,env,domain,l1_category,l2_category,suggested_difficulty,suggested_hint,suggested_max_steps,suggested_split,metadata_json
kayak/flights/lax_lhr_air_canada_stops/101,"{""_target_"": ""navi_bench.kayak.kayak_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.kayak.com/"", ""task"": ""I need to know: Are there any 1-stop Premium Economy flights for 3 adults from Los Angeles (LAX) to London (LHR) on {dateRange} operated specifically by Air Canada? If flight options are found, respond with: 'Yes, there is at least one option' followed by the flight number and price. If no options are found, respond with exactly: 'No options found'."", ""queries"": [[{""origins"": [""lax""], ""destinations"": [""lhr""], ""airlines"": [""air canada""], ""max_stops"": 1, ""cabin_classes"":[""Premium Economy""]}]], ""location"": ""United States"", ""timezone"": ""America/Los_Angeles"", ""values"": {""dateRange"": ""next Monday""}}",real,kayak,travel,flights,medium,null,null,validation,null
kayak/flights/lax_lhr_premium_carriers/101,"{""_target_"": ""navi_bench.kayak.kayak_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.kayak.com/"", ""task"": ""Are there any direct Premium Economy flights for 3 adults from Los Angeles (LAX) to London (LHR) on {dateRange} operated by either Delta or Virgin Atlantic? If flight options are found, respond with: 'Yes, there is at least one option' followed by the airline and price. If no options are found, respond with exactly: 'No options found'."", ""queries"": [[{""origins"": [""lax""], ""destinations"": [""lhr""], ""airlines"": [""delta"", ""virgin atlantic""], ""require_direct"": true, ""cabin_classes"":[""Premium Economy""]}]], ""location"": ""United States"", ""timezone"": ""America/Los_Angeles"", ""values"": {""dateRange"": ""next Friday""}}",real,kayak,travel,flights,hard,null,null,validation,null
kayak/flights/lax_lhr_euro_carriers/101,"{""_target_"": ""navi_bench.kayak.kayak_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.kayak.com/"", ""task"": ""Please search: Are there any Premium Economy flights for 3 adults from Los Angeles (LAX) to London (LHR) on {dateRange} that are operated by KLM or Air France? If flight options are found, respond with: 'Yes, there is at least one option' followed by the airline and price. If no options are found, respond with exactly: 'No options found'."", ""queries"": [[{""origins"": [""lax""], ""destinations"": [""lhr""], ""airlines"": [""klm"", ""air france""], ""cabin_classes"":[""Premium Economy""]}]], ""location"": ""United States"", ""timezone"": ""America/Los_Angeles"", ""values"": {""dateRange"": ""upcoming Wednesday""}}",real,kayak,travel,flights,hard,null,null,validation,null
kayak/flights/lax_lhr_brussels_floor/101,"{""_target_"": ""navi_bench.kayak.kayak_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.kayak.com/"", ""task"": ""Are there any direct Premium Economy flights for 3 adults from Los Angeles (LAX) to London (LHR) on {dateRange} operated by Brussels Airlines that are cheaper than $1,600? If flight options are found, respond with: 'Yes, there is at least one option' followed by the airline and price. If no options are found, respond with exactly: 'No options found'."", ""queries"": [[{""origins"": [""lax""], ""destinations"": [""lhr""], ""airlines"": [""brussels airlines""], ""require_direct"": true, ""max_price"": 1600.0, ""cabin_classes"":[""Premium Economy""]}]], ""location"": ""United States"", ""timezone"": ""America/Los_Angeles"", ""values"": {""dateRange"": ""next Sunday""}}",real,kayak,travel,flights,hard,null,null,validation,null
kayak/flights/lax_lhr_price_bracket/101,"{""_target_"": ""navi_bench.kayak.kayak_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.kayak.com/"", ""task"": ""Are there any 1-stop Premium Economy flights for 3 adults from Los Angeles (LAX) to London (LHR) on {dateRange} where the total price is strictly between $1,176 and $1,235? If flight options are found, respond with: 'Yes, there is at least one option' followed by the airline and price. If no options are found, respond with exactly: 'No options found'."", ""queries"": [[{""origins"": [""lax""], ""destinations"": [""lhr""], ""max_stops"": 1, ""min_price"": 1176.0, ""max_price"": 1235.0, ""cabin_classes"":[""Premium Economy""]}]], ""location"": ""United States"", ""timezone"": ""America/Los_Angeles"", ""values"": {""dateRange"": ""next Saturday""}}",real,kayak,travel,flights,hard,null,null,validation,null
kayak/flights/lax_lhr_high_end_direct/101,"{""_target_"": ""navi_bench.kayak.kayak_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.kayak.com/"", ""task"": ""Are there any direct Premium Economy flights for 3 adults from Los Angeles (LAX) to London (LHR) on {dateRange} that are priced over $1,882? If flight options are found, respond with: 'Yes, there is at least one option' followed by the airline and price. If no options are found, respond with exactly: 'No options found'."", ""queries"": [[{""origins"": [""lax""], ""destinations"": [""lhr""], ""require_direct"": true, ""min_price"": 1882.0, ""cabin_classes"":[""Premium Economy""]}]], ""location"": ""United States"", ""timezone"": ""America/Los_Angeles"", ""values"": {""dateRange"": ""next Saturday""}}",real,kayak,travel,flights,medium,null,null,validation,null
kayak/flights/prg_par_budget_direct/101,"{""_target_"": ""navi_bench.kayak.kayak_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.kayak.com/"", ""task"": ""Are there any direct flights from Prague (PRG) to Paris (PAR) on {dateRange} that are less than $281? If flight options are found, respond with: 'Yes, there is at least one option' followed by the airline and price of one option. If no options are found, respond with exactly: 'No options found'."", ""queries"": [[{""origins"": [""prg""], ""destinations"": [""par""], ""require_direct"": true, ""max_price"": 281.0}]], ""location"": ""India"", ""timezone"": ""Asia/Kolkata"", ""values"": {""dateRange"": ""next Monday""}}",real,kayak,travel,flights,easy,null,null,validation,null
kayak/flights/prg_par_german_airlines/101,"{""_target_"": ""navi_bench.kayak.kayak_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.kayak.com/"", ""task"": ""Check for me: Are there any flights from Prague (PRG) to Paris (PAR) on {dateRange} operated specifically by Lufthansa or Eurowings? If flight options are found, respond with: 'Yes, there is at least one option' followed by the airline and price. If no options are found, respond with exactly: 'No options found'."", ""queries"": [[{""origins"": [""prg""], ""destinations"": [""par""], ""airlines"": [""lufthansa"", ""eurowings""]}]], ""location"": ""India"", ""timezone"": ""Asia/Kolkata"", ""values"": {""dateRange"": ""upcoming Friday""}}",real,kayak,travel,flights,medium,null,null,validation,null
kayak/flights/prg_par_strict_budget_stops/101,"{""_target_"": ""navi_bench.kayak.kayak_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.kayak.com/"", ""task"": ""I need to know: Are there any flights with a maximum of 1 stop from Prague (PRG) to Paris (PAR) on {dateRange} priced strictly under $279? If flight options are found, respond with: 'Yes, there is at least one option' followed by the airline and price. If no options are found, respond with exactly: 'No options found'."", ""queries"": [[{""origins"": [""prg""], ""destinations"": [""par""], ""max_stops"": 1, ""max_price"": 279.0}]], ""location"": ""India"", ""timezone"": ""Asia/Kolkata"", ""values"": {""dateRange"": ""next Wednesday""}}",real,kayak,travel,flights,medium,null,null,validation,null
kayak/flights/prg_par_af_floor/101,"{""_target_"": ""navi_bench.kayak.kayak_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.kayak.com/"", ""task"": ""Please search Kayak: Are there any direct Air France flights from Prague (PRG) to Paris (PAR) on {dateRange} that cost over $353? If flight options are found, respond with: 'Yes, there is at least one option' followed by the airline and price. If no options are found, respond with exactly: 'No options found'."", ""queries"": [[{""origins"": [""prg""], ""destinations"": [""par""], ""require_direct"": true, ""airlines"": [""air france""], ""min_price"": 353.0}]], ""location"": ""India"", ""timezone"": ""Asia/Kolkata"", ""values"": {""dateRange"": ""next Thursday""}}",real,kayak,travel,flights,hard,null,null,validation,null
kayak/flights/prg_par_swiss_only/101,"{""_target_"": ""navi_bench.kayak.kayak_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.kayak.com/"", ""task"": ""Are there any flights from Prague (PRG) to Paris (PAR) on {dateRange} operated by SWISS? If flight options are found, respond with: 'Yes, there is at least one option' followed by the airline and price. If no options are found, respond with exactly: 'No options found'."", ""queries"": [[{""origins"": [""prg""], ""destinations"": [""par""], ""airlines"": [""swiss""]}]], ""location"": ""India"", ""timezone"": ""Asia/Kolkata"", ""values"": {""dateRange"": ""next Saturday""}}",real,kayak,travel,flights,medium,null,null,validation,null
kayak/flights/prg_par_smartwings_budget/101,"{""_target_"": ""navi_bench.kayak.kayak_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.kayak.com/"", ""task"": ""I'm looking for highly specific budget options. Are there any direct flights from Prague (PRG) to Paris (PAR) on {dateRange} operated by Smartwings for strictly less than $280? If flight options are found, respond with: 'Yes, there is at least one option' followed by the airline and price. If no options are found, respond with exactly: 'No options found'."", ""queries"": [[{""origins"": [""prg""], ""destinations"": [""par""], ""airlines"": [""smartwings""], ""require_direct"": true, ""max_price"": 280.0}]], ""location"": ""India"", ""timezone"": ""Asia/Kolkata"", ""values"": {""dateRange"": ""next Tuesday""}}",real,kayak,travel,flights,hard,null,null,validation,null
kayak/flights/prg_par_price_bracket/101,"{""_target_"": ""navi_bench.kayak.kayak_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.kayak.com/"", ""task"": ""Are there any flights from Prague (PRG) to Paris (PAR) on {dateRange} that have a maximum of 1 stop and cost strictly between $280 and $281? If flight options are found, respond with: 'Yes, there is at least one option' followed by the airline and price. If no options are found, respond with exactly: 'No options found'."", ""queries"": [[{""origins"": [""prg""], ""destinations"": [""par""], ""max_stops"": 1, ""min_price"": 280.0, ""max_price"": 281.0}]], ""location"": ""India"", ""timezone"": ""Asia/Kolkata"", ""values"": {""dateRange"": ""next Saturday""}}",real,kayak,travel,flights,hard,null,null,validation,null
kayak/flights/prg_par_premium_direct/101,"{""_target_"": ""navi_bench.kayak.kayak_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.kayak.com/"", ""task"": ""Quick question: Are there any direct flights from Prague (PRG) to Paris (PAR) on {dateRange} that are priced above $412? If flight options are found, respond with: 'Yes, there is at least one option' followed by the airline and price. If no options are found, respond with exactly: 'No options found'."", ""queries"": [[{""origins"": [""prg""], ""destinations"": [""par""], ""require_direct"": true, ""min_price"": 412.0}]], ""location"": ""India"", ""timezone"": ""Asia/Kolkata"", ""values"": {""dateRange"": ""upcoming Sunday""}}",real,kayak,travel,flights,medium,null,null,validation,null
kayak/flights/prg_par_multi_airline_budget/101,"{""_target_"": ""navi_bench.kayak.kayak_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.kayak.com/"", ""task"": ""Are there any flights from Prague (PRG) to Paris (PAR) on {dateRange} operated by either Lufthansa or Air France, with a price strictly under $282? If flight options are found, respond with: 'Yes, there is at least one option' followed by the airline and price. If no options are found, respond with exactly: 'No options found'."", ""queries"": [[{""origins"": [""prg""], ""destinations"": [""par""], ""airlines"": [""lufthansa"", ""air france""], ""max_price"": 282.0}]], ""location"": ""India"", ""timezone"": ""Asia/Kolkata"", ""values"": {""dateRange"": ""next Friday""}}",real,kayak,travel,flights,hard,null,null,validation,null
kayak/flights/lax_jfk_cheapest_direct/101,"{""_target_"": ""navi_bench.kayak.kayak_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.kayak.com/"", ""task"": ""Find the absolute cheapest direct Premium Economy flight for 4 adults from Los Angeles (LAX) to New York (JFK) departing on {dateRange}. If you find any options under $588, reply with 'Yes, there is at least one option' followed by the airline and price. Otherwise, say exactly: 'No options found'."", ""queries"": [[{""origins"": [""lax""], ""destinations"": [""jfk""], ""require_direct"": true, ""max_price"": 588.0, ""cabin_classes"":[""Premium Economy""]}]], ""location"": ""United States"", ""timezone"": ""America/Los_Angeles"", ""values"": {""dateRange"": ""next Wednesday""}}",real,kayak,travel,flights,easy,null,null,validation,null
kayak/flights/lax_jfk_delta_american_summary/101,"{""_target_"": ""navi_bench.kayak.kayak_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.kayak.com/"", ""task"": ""I need you to summarize the top cheapest Premium Economy flight options from LAX to JFK for {dateRange} for a group of 4. Only include flights from Delta or American Airlines with at most 1 stop, and keep the budget strictly under $647. Respond with 'Yes, there is at least one option' followed by the details, or exactly: 'No options found'."", ""queries"": [[{""origins"": [""lax""], ""destinations"": [""jfk""], ""airlines"": [""delta"", ""american airlines""], ""max_stops"": 1, ""max_price"": 647.0, ""cabin_classes"":[""Premium Economy""]}]], ""location"": ""United States"", ""timezone"": ""America/Los_Angeles"", ""values"": {""dateRange"": ""upcoming Friday""}}",real,kayak,travel,flights,medium,null,null,validation,null
kayak/flights/lax_jfk_alaska_only/101,"{""_target_"": ""navi_bench.kayak.kayak_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.kayak.com/"", ""task"": ""Could you get me the cheapest flight for 4 adults flying Premium Economy from Los Angeles to New York (LAX-JFK) on {dateRange}? We only want to fly with Alaska Airlines. Please cap the price at $1,176. Start your response with 'Yes, there is at least one option' and the price, or exactly 'No options found'."", ""queries"": [[{""origins"": [""lax""], ""destinations"": [""jfk""], ""airlines"": [""alaska airlines""], ""max_price"": 1176.0, ""cabin_classes"":[""Premium Economy""]}]], ""location"": ""United States"", ""timezone"": ""America/Los_Angeles"", ""values"": {""dateRange"": ""next Saturday""}}",real,kayak,travel,flights,medium,null,null,validation,null
kayak/flights/lax_jfk_price_bracket/101,"{""_target_"": ""navi_bench.kayak.kayak_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.kayak.com/"", ""task"": ""Search Kayak to find a Premium Economy flight from LAX to JFK on {dateRange} for 4 people. I am looking for something strictly between $588 and $647, and it must be a direct flight. If available, say 'Yes, there is at least one option' along with the airline, otherwise reply exactly: 'No options found'."", ""queries"": [[{""origins"": [""lax""], ""destinations"": [""jfk""], ""require_direct"": true, ""min_price"": 588.0, ""max_price"": 647.0, ""cabin_classes"":[""Premium Economy""]}]], ""location"": ""United States"", ""timezone"": ""America/Los_Angeles"", ""values"": {""dateRange"": ""next Sunday""}}",real,kayak,travel,flights,hard,null,null,validation,null
kayak/flights/lax_jfk_premium_floor/101,"{""_target_"": ""navi_bench.kayak.kayak_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.kayak.com/"", ""task"": ""For our trip from LAX to JFK on {dateRange}, find a direct Premium Economy flight for 4 adults that costs over $706. We want to ensure a premium experience and avoid budget constraints. Reply with 'Yes, there is at least one option' and the flight details, or exactly 'No options found' if none meet the criteria."", ""queries"": [[{""origins"": [""lax""], ""destinations"": [""jfk""], ""require_direct"": true, ""min_price"": 706.0, ""cabin_classes"":[""Premium Economy""]}]], ""location"": ""United States"", ""timezone"": ""America/Los_Angeles"", ""values"": {""dateRange"": ""next Thursday""}}",real,kayak,travel,flights,hard,null,null,validation,null
kayak/flights/lax_jfk_american_tight_budget/101,"{""_target_"": ""navi_bench.kayak.kayak_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.kayak.com/"", ""task"": ""Find me a 1-stop Premium Economy flight for 4 adults from Los Angeles (LAX) to New York (JFK) on {dateRange}. The flight must be operated by American Airlines and cost less than $1,000. Let me know by saying 'Yes, there is at least one option' or exactly: 'No options found'."", ""queries"": [[{""origins"": [""lax""], ""destinations"": [""jfk""], ""airlines"": [""american airlines""], ""max_stops"": 1, ""max_price"": 1000.0, ""cabin_classes"":[""Premium Economy""]}]], ""location"": ""United States"", ""timezone"": ""America/Los_Angeles"", ""values"": {""dateRange"": ""upcoming Monday""}}",real,kayak,travel,flights,hard,null,null,validation,null
kayak/flights/lax_jfk_jetblue_delta_direct/101,"{""_target_"": ""navi_bench.kayak.kayak_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.kayak.com/"", ""task"": ""Check if there are any direct Premium Economy flights from LAX to JFK on {dateRange} for 4 adults, operated by either JetBlue or Delta, that cost under $1200. Summarize the details and start with 'Yes, there is at least one option', or say exactly: 'No options found'."", ""queries"": [[{""origins"": [""lax""], ""destinations"": [""jfk""], ""airlines"": [""jetblue"", ""delta""], ""require_direct"": true, ""max_price"": 1200.0, ""cabin_classes"":[""Premium Economy""]}]], ""location"": ""United States"", ""timezone"": ""America/Los_Angeles"", ""values"": {""dateRange"": ""next Tuesday""}}",real,kayak,travel,flights,medium,null,null,validation,null
kayak/flights/lax_jfk_any_1stop_budget/101,"{""_target_"": ""navi_bench.kayak.kayak_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.kayak.com/"", ""task"": ""Are there any 1-stop Premium Economy flights from Los Angeles (LAX) to New York (JFK) for 4 adults on {dateRange} that are cheaper than $1200? If flight options are found, respond with 'Yes, there is at least one option' followed by the details. If no options are found, respond with exactly: 'No options found'."", ""queries"": [[{""origins"": [""lax""], ""destinations"": [""jfk""], ""max_stops"": 1, ""max_price"": 1200.0, ""cabin_classes"":[""Premium Economy""]}]], ""location"": ""United States"", ""timezone"": ""America/Los_Angeles"", ""values"": {""dateRange"": ""next Saturday""}}",real,kayak,travel,flights,easy,null,null,validation,null
kayak/hotels/prg_budget_4star/101,"{""_target_"": ""navi_bench.kayak.kayak_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.kayak.com/"", ""task"": ""Are there any 4-star hotels in Prague for {dateRange} that cost less than $176? If hotel options are found, respond with: 'Yes, there is at least one option' followed by the hotel name and price. If no options are found, respond with exactly: 'No options found'."", ""queries"": [[{""cities"": [""prague""], ""min_stars"": 4, ""max_price"": 176.0}]], ""location"": ""India"", ""timezone"": ""Asia/Kolkata"", ""values"": {""dateRange"": ""next Tuesday""}}",real,kayak,travel,hotels,easy,null,null,validation,null
kayak/hotels/prg_luxury_high_score/101,"{""_target_"": ""navi_bench.kayak.kayak_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.kayak.com/"", ""task"": ""I'm looking for luxury. Are there any 5-star hotels in Prague with a review score of 9.0 or higher for {dateRange}? If hotel options are found, respond with: 'Yes, there is at least one option' followed by the details. If no options are found, respond with exactly: 'No options found'."", ""queries"": [[{""cities"": [""prague""], ""min_stars"": 5, ""min_score"": 9.0}]], ""location"": ""India"", ""timezone"": ""Asia/Kolkata"", ""values"": {""dateRange"": ""upcoming Sunday""}}",real,kayak,travel,hotels,medium,null,null,validation,null
kayak/hotels/prg_price_bracket_4star/101,"{""_target_"": ""navi_bench.kayak.kayak_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.kayak.com/"", ""task"": ""Can you check if there are any 4-star hotels in Prague for {dateRange} priced strictly between $188 and $206? If hotel options are found, respond with: 'Yes, there is at least one option' followed by the hotel name and price. If no options are found, respond with exactly: 'No options found'."", ""queries"": [[{""cities"": [""prague""], ""min_stars"": 4, ""min_price"": 188.0, ""max_price"": 206.0}]], ""location"": ""India"", ""timezone"": ""Asia/Kolkata"", ""values"": {""dateRange"": ""first week of next month""}}",real,kayak,travel,hotels,hard,null,null,validation,null
kayak/hotels/prg_budget_5star/101,"{""_target_"": ""navi_bench.kayak.kayak_info_gathering.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.kayak.com/"", ""task"": ""I want a 5-star experience on a budget. Are there any 5-star hotels in Prague for {dateRange} under $176? If hotel options are found, respond with: 'Yes, there is at least one option' followed by the hotel name. If no options are found, respond with exactly: 'No options found'."", ""queries"": [[{""cities"": [""prague""], ""min_stars"": 5, ""max_price"": 176.0}]], ""location"": ""India"", ""timezone"": ""Asia/Kolkata"", ""values"": {""dateRange"": ""next Wednesday""}}",real,kayak,travel,hotels,medium,null,null,validation,null
