task_id,task_generation_config_json,env,domain,l1_category,l2_category,suggested_difficulty,suggested_hint,suggested_max_steps,suggested_split,metadata_json
booking/flights/roundtrip_chicago_newyork_firstweek/10,"{""_target_"": ""navi_bench.booking.booking_url_match.generate_task_config"",""url"": ""https://www.booking.com/flights"",""task"": ""Search for a round-trip economy flight from Chicago (CHI Chicago All airports) to New York (NYC New York All airports) departing during the first week of the next month and returning within the same week for 1 adult. Highlight the the lowest available price and most affordable flight option."",""gt_url"": [""https://www.booking.com/flights/results/?from=CHI.CITY&to=NYC.CITY&type=ROUNDTRIP&depart={departureDate}&return={returnDate}&adults=1&cabinClass=ECONOMY""],""location"": ""United States"",""timezone"": ""America/Chicago"",""values"": {""departureDate"": ""the first week of the next month"", ""returnDate"": ""the first week of the next month""},""timestamp"": null}",real,booking,travel,flights,hard,null,null,validation,null
booking/flights/oneway_hongkong_tokyo_economy/11,"{""_target_"": ""navi_bench.booking.booking_url_match.generate_task_config"",""url"": ""https://www.booking.com/flights"",""task"": ""Search for a one-way economy flight from Hong Kong (HKG) to Tokyo (TYO Tokyo All airports) on {departureDate} for 1 adult with only non-stop flights sorted by fastest. Identify the fastest flight based on total travel duration."",""gt_url"": [""https://www.booking.com/flights/results/?from=HKG.AIRPORT&to=TYO.CITY&type=ONEWAY&depart={departureDate}&adults=1&cabinClass=ECONOMY&sort=FASTEST&stops=0""],""location"": ""Hong Kong"",""timezone"": ""Asia/Hong_Kong"",""values"": {""departureDate"": ""{now() + timedelta(24)}""},""timestamp"": null}",real,booking,travel,flights,medium,null,null,validation,null
booking/flights/oneway_london_rome_economy/12,"{""_target_"": ""navi_bench.booking.booking_url_match.generate_task_config"",""url"": ""https://www.booking.com/flights"",""task"": ""Search for a one-way economy flight from London (LON London All airports) to Rome (ROM Rome All airports) on {departureDate} for 1 adult sorted by cheapest with 1 stop. Highlight flights with fewer stops to reduce travel complexity."",""gt_url"": [""https://www.booking.com/flights/results/?from=LON.CITY&to=ROM.CITY&type=ONEWAY&depart={departureDate}&adults=1&cabinClass=ECONOMY&sort=CHEAPEST&stops=1""],""location"": ""United Kingdom"",""timezone"": ""Europe/London"",""values"": {""departureDate"": ""{now() + timedelta(28)}""},""timestamp"": null}",real,booking,travel,flights,medium,null,null,validation,null
booking/flights/roundtrip_chicago_miami_weekend/13,"{""_target_"": ""navi_bench.booking.booking_url_match.generate_task_config"",""url"": ""https://www.booking.com/flights"",""task"": ""Search for a round-trip economy flight from Chicago (CHI Chicago All airports) to Miami (MIA Miami All airports) departing on saturday in next month and returning on sunday in next month for 1 adult.Collect and summarize the top flight options with schedule and fares."",""gt_url"": [""https://www.booking.com/flights/results/?from=CHI.CITY&to=MIA.CITY&type=ROUNDTRIP&depart={departureDate}&return={returnDate}&adults=1&cabinClass=ECONOMY""],""location"": ""United States"",""timezone"": ""America/Chicago"",""values"": {""departureDate"": ""saturday in next month"", ""returnDate"": ""sunday in next month""},""timestamp"": null}",real,booking,travel,flights,medium,null,null,validation,null
booking/flights/roundtrip_delhi_mumbai_firstweek/14,"{""_target_"": ""navi_bench.booking.booking_url_match.generate_task_config"",""url"": ""https://www.booking.com/flights"",""task"": ""Search for a round-trip economy flight from New Delhi (DEL) to Mumbai (BOM Mumbai All airports) departing during the first week of the next month and returning within the same week for 1 adult.Provide a brief recap of the available flights or just confirm the search results are displayed"",""gt_url"": [""https://www.booking.com/flights/results/?from=DEL.AIRPORT&to=BOM.CITY&type=ROUNDTRIP&depart={departureDate}&return={returnDate}&adults=1&cabinClass=ECONOMY""],""location"": ""India"",""timezone"": ""Asia/Kolkata"",""values"": {""departureDate"": ""the first week of the next month"", ""returnDate"": ""the first week of the next month""},""timestamp"": null}",real,booking,travel,flights,easy,null,null,validation,null
booking/flights/oneway_madrid_lisbon_economy/15,"{""_target_"": ""navi_bench.booking.booking_url_match.generate_task_config"",""url"": ""https://www.booking.com/flights"",""task"": ""Search for a one-way business flight from Madrid (MAD) to Lisbon (LIS) on {departureDate} for 1 adult with only non-stop flights.Summarize the non-stop business flight options or provide a brief recap of the listings."",""gt_url"": [""https://www.booking.com/flights/results/?from=MAD.AIRPORT&to=LIS.AIRPORT&type=ONEWAY&depart={departureDate}&adults=1&cabinClass=BUSINESS&stops=0""],""location"": ""Spain"",""timezone"": ""Europe/Madrid"",""values"": {""departureDate"": ""{now() + timedelta(21)}""},""timestamp"": null}",real,booking,travel,flights,medium,null,null,validation,null
booking/flights/oneway_newyork_chicago_saturday/16,"{""_target_"": ""navi_bench.booking.booking_url_match.generate_task_config"",""url"": ""https://www.booking.com/flights"",""task"": ""Search for a one-way business flight from New York (NYC New York All airports) to Chicago (CHI Chicago All airports) on saturday in next month for 1 adult with only non-stop flights. Extract the most important information (price, duration, airline) prominently for quick overview."",""gt_url"": [""https://www.booking.com/flights/results/?from=NYC.CITY&to=CHI.CITY&type=ONEWAY&depart={departureDate}&adults=1&cabinClass=BUSINESS&stops=0""],""location"": ""United States"",""timezone"": ""America/New_York"",""values"": {""departureDate"": ""saturday in next month""},""timestamp"": null}",real,booking,travel,flights,medium,null,null,validation,null
booking/flights/oneway_tokyo_osaka_saturday/17,"{""_target_"": ""navi_bench.booking.booking_url_match.generate_task_config"",""url"": ""https://www.booking.com/flights"",""task"": ""Search for a one-way economy flight from Tokyo (TYO Tokyo All airports) to Osaka (OSA Osaka All airports) on saturday in next month for 1 adult with only non-stop flights.Just reach the search results page and verify non-stop flights are listed."",""gt_url"": [""https://www.booking.com/flights/results/?from=TYO.CITY&to=OSA.CITY&type=ONEWAY&depart={departureDate}&adults=1&cabinClass=ECONOMY&stops=0""],""location"": ""Japan"",""timezone"": ""Asia/Tokyo"",""values"": {""departureDate"": ""saturday in next month""},""timestamp"": null}",real,booking,travel,flights,medium,null,null,validation,null
booking/flights/oneway_delhi_kathmandu_economy/18,"{""_target_"": ""navi_bench.booking.booking_url_match.generate_task_config"",""url"": ""https://www.booking.com/flights"",""task"": ""Search for a one-way economy flight from New Delhi (DEL) to Kathmandu (KTM) on {departureDate} for 1 adult.Summarize the flight options including airlines, departure time, and price"",""gt_url"": [""https://www.booking.com/flights/results/?from=DEL.AIRPORT&to=KTM.AIRPORT&type=ONEWAY&depart={departureDate}&adults=1&cabinClass=ECONOMY""],""location"": ""India"",""timezone"": ""Asia/Kolkata"",""values"": {""departureDate"": ""{now() + timedelta(25)}""},""timestamp"": null}",real,booking,travel,flights,easy,null,null,validation,null
booking/flights/newyork_to_losangeles_weekend/19,"{""_target_"":""navi_bench.booking.booking_url_match.generate_task_config"",""url"":""https://www.booking.com/flights"",""task"":""Find a round-trip economy flight from New York (NYC New York All airports)  to Los Angeles (LAX Los Angeles all airports) for a weekend in the next month, departing Saturday and returning Sunday for 1 adult.Provide a brief recap of the available flights or just confirm the search results are displayed"",""gt_url"":[""https://www.booking.com/flights/results/?from=NYC.CITY&to=LAX.CITY&type=ROUNDTRIP&depart={departureDate}&return={returnDate}&adults=1&cabinClass=ECONOMY""],""location"":""United States"",""timezone"":""America/New_York"",""values"":{""departureDate"":""Saturday in next month"",""returnDate"":""sunday in next month""},""timestamp"":null}",real,booking,travel,flights,hard,null,null,validation,null
booking/flights/sydney_to_melbourne_weekend/20,"{""_target_"":""navi_bench.booking.booking_url_match.generate_task_config"",""url"":""https://www.booking.com/flights"",""task"":""Find a round-trip economy flight from Sydney (SYD Sydney All airports) to Melbourne (MEL Melbourne all airports) for a weekend in the next month, departing Saturday and returning Sunday for 1 adult.Provide a brief recap of the available flights or just confirm the search results are displayed."",""gt_url"":[""https://www.booking.com/flights/results/?from=SYD.CITY&to=MEL.CITY&type=ROUNDTRIP&depart={departureDate}&return={returnDate}&adults=1&cabinClass=ECONOMY""],""location"":""Australia"",""timezone"":""Australia/Sydney"",""values"":{""departureDate"":""Saturday in next month"",""returnDate"":""sunday in next month""},""timestamp"":null}",real,booking,travel,flights,medium,null,null,validation,null
booking/flights/roundtrip_sydney_brisbane_firstweek/21,"{""_target_"": ""navi_bench.booking.booking_url_match.generate_task_config"",""url"": ""https://www.booking.com/flights"",""task"": ""Search for a round-trip economy flight from Sydney (SYD Sydney all airports) to Brisbane (BNE Brisbane airport) departing during the first week of the next month and returning within the same week for 1 adult.Collect and summarize the top flight options with schedule and fares."",""gt_url"": [""https://www.booking.com/flights/results/?from=SYD.CITY&to=BNE.AIRPORT&type=ROUNDTRIP&depart={departureDate}&return={returnDate}&adults=1&cabinClass=ECONOMY""],""location"": ""Australia"",""timezone"": ""Australia/Sydney"",""values"": {""departureDate"": ""the first week of the next month"", ""returnDate"": ""the first week of the next month""},""timestamp"": null}",real,booking,travel,flights,medium,null,null,validation,null
booking/flights/oneway_singapore_bangkok_saturday/22,"{""_target_"": ""navi_bench.booking.booking_url_match.generate_task_config"",""url"": ""https://www.booking.com/flights"",""task"": ""Search for a one-way economy flight from Singapore (SIN Singapore all airports) to Bangkok (BKK Bangkok all airports) on saturday in next month for 1 adult with only non-stop flights.Provide a brief recap of the non-stop flight options or just confirm the search results are displayed"",""gt_url"": [""https://www.booking.com/flights/results/?from=SIN.CITY&to=BKK.CITY&type=ONEWAY&depart={departureDate}&adults=1&cabinClass=ECONOMY&stops=0""],""location"": ""Singapore"",""timezone"": ""Asia/Singapore"",""values"": {""departureDate"": ""saturday in next month""},""timestamp"": null}",real,booking,travel,flights,medium,null,null,validation,null
booking/flights/roundtrip_sydney_melbourne_economy/23,"{""_target_"": ""navi_bench.booking.booking_url_match.generate_task_config"",""url"": ""https://www.booking.com/flights"",""task"": ""Search for a round-trip economy flight from Sydney (SYD sydney all airports) to Melbourne (MEL Melbourne all airports) departing on {departureDate} and returning on {returnDate} for 1 adult with only non-stop flights.Extract key details for the top non-stop flight listings."",""gt_url"": [""https://www.booking.com/flights/results/?from=SYD.CITY&to=MEL.CITY&type=ROUNDTRIP&depart={departureDate}&return={returnDate}&adults=1&cabinClass=ECONOMY&stops=0""],""location"": ""Australia"",""timezone"": ""Australia/Sydney"",""values"": {""departureDate"": ""{now() + timedelta(20)}"", ""returnDate"": ""{now() + timedelta(23)}""},""timestamp"": null}",real,booking,travel,flights,medium,null,null,validation,null
booking/flights/roundtrip_bangalore_hyderabad_firstweek/24,"{""_target_"": ""navi_bench.booking.booking_url_match.generate_task_config"",""url"": ""https://www.booking.com/flights"",""task"": ""Search for a round-trip economy flight from Bangalore (BLR) to Hyderabad (HYD) departing during the first week of the next month and returning within the same week for 1 adult.Provide a brief recap of the available flights or just confirm the search results are displayed."",""gt_url"": [""https://www.booking.com/flights/results/?from=BLR.AIRPORT&to=HYD.AIRPORT&type=ROUNDTRIP&depart={departureDate}&return={returnDate}&adults=1&cabinClass=ECONOMY""],""location"": ""India"",""timezone"": ""Asia/Kolkata"",""values"": {""departureDate"": ""the first week of the next month"", ""returnDate"": ""the first week of the next month""},""timestamp"": null}",real,booking,travel,flights,medium,null,null,validation,null
booking/flights/oneway_sydney_melbourne_monday/25,"{""_target_"": ""navi_bench.booking.booking_url_match.generate_task_config"",""url"": ""https://www.booking.com/flights"",""task"": ""Search for a one-way economy flight from Sydney (SYD sydney All Airports) to Melbourne (MEL Melbourne All Airports) on monday in next month for 1 adult with only non-stop flights.Provide a brief recap of the non-stop flight options or just confirm the search results are displayed."",""gt_url"": [""https://www.booking.com/flights/results/?from=SYD.CITY&to=MEL.CITY&type=ONEWAY&depart={departureDate}&adults=1&cabinClass=ECONOMY&stops=0""],""location"": ""Australia"",""timezone"": ""Australia/Sydney"",""values"": {""departureDate"": ""monday in next month""},""timestamp"": null}",real,booking,travel,flights,medium,null,null,validation,null
